"","PROBEID","SYMBOL","GENENAME","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"201353_s_at","201353_s_at","BAZ2A","bromodomain adjacent to zinc finger domain 2A","11176",-0.301243874618017,10.8795707227928,-1.39538405009865,0.186224562824798,0.56690380704949,-5.26405183316687
"208756_at","208756_at","EIF3I","eukaryotic translation initiation factor 3 subunit I","8668",0.10047827478216,13.8694546950139,1.39529611224944,0.186250476431083,0.56690380704949,-5.2641614641176
"213033_s_at","213033_s_at","NFIB","nuclear factor I B","4781",0.462294254116488,9.67229297958796,1.39501475339433,0.18633340753024,0.566956795521193,-5.26451219667701
"221349_at","221349_at","VPREB1","V-set pre-B cell surrogate light chain 1","7441",0.723528748556086,7.99626453695689,1.39495102753414,0.186352195094221,0.566956795521193,-5.26459162805451
"209080_x_at","209080_x_at","GLRX3","glutaredoxin 3","10539",0.102371061778793,12.6133543913969,1.39493310186125,0.186357480196599,0.566956795521193,-5.26461397111184
"210890_x_at","210890_x_at","KIR2DL1","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1","3802",-0.259807066090898,7.22801515546128,-1.39471838453785,0.186420795842258,0.567058546429966,-5.26488158450566
"218283_at","218283_at","SS18L2","SS18 like 2","51188",0.134069270453109,11.4003584010959,1.39459829516432,0.186456215432661,0.567075423545919,-5.26503124507099
"217663_at","217663_at","ZNF234","zinc finger protein 234","10780",0.246218637149667,8.56346729334122,1.39438386460167,0.186519474174825,0.567176949821379,-5.26529845436105
"203466_at","203466_at","MPV17","mitochondrial inner membrane protein MPV17","4358",0.469415831741408,8.71006835229473,1.39390849237043,0.186659776014478,0.567457089406524,-5.26589072530826
"213572_s_at","213572_s_at","SERPINB1","serpin family B member 1","1992",0.144295963857823,10.2974394183768,1.3938691807285,0.186671382392738,0.567457089406524,-5.26593969748438
"203497_at","203497_at","MED1","mediator complex subunit 1","5469",0.147000305854329,10.9898035169363,1.39371342776844,0.186717372790881,0.567506020663158,-5.26613371564771
"211269_s_at","211269_s_at","IL2RA","interleukin 2 receptor subunit alpha","3559",0.589220979342851,8.44164221622967,1.39340373057567,0.186808847308108,0.567690825334592,-5.26651945194793
"219828_at","219828_at","RABL6","RAB, member RAS oncogene family like 6","55684",0.212539592786602,10.4528592966564,1.39330045137566,0.186839360864091,0.567690825334592,-5.26664807511966
"214179_s_at","214179_s_at","NFE2L1","nuclear factor, erythroid 2 like 1","4779",-0.212102507706149,15.3338316491399,-1.39302132548234,0.186921848433251,0.567690825334592,-5.26699566173386
"207306_at","207306_at","TCF15","transcription factor 15","6939",0.365529452592346,8.81902762862213,1.39301313136071,0.186924270422659,0.567690825334592,-5.26700586484658
"214439_x_at","214439_x_at","BIN1","bridging integrator 1","274",0.115337537551937,16.3422481447464,1.39300154767936,0.186927694330306,0.567690825334592,-5.2670202884786
"212262_at","212262_at","QKI","QKI, KH domain containing RNA binding","9444",0.123442154695637,12.7799412248126,1.39283949264008,0.18697560003179,0.567745488004398,-5.26722206509914
"213299_at","213299_at","ZBTB7A","zinc finger and BTB domain containing 7A","51341",-0.240437918519596,9.50938413975013,-1.39255928776492,0.187058456365663,0.567906242706819,-5.26757091108804
"216327_s_at","216327_s_at","SIGLEC8","sialic acid binding Ig like lectin 8","27181",-0.356789674503521,8.52873096295881,-1.39204998261339,0.187209135061996,0.568228459891666,-5.26820484847467
"219805_at","219805_at","CXorf56","chromosome X open reading frame 56","63932",0.226703548321556,10.2668874737633,1.39199822564327,0.187224453045847,0.568228459891666,-5.26826926144651
"208208_at","208208_at","MYH13","myosin heavy chain 13","8735",-0.248061977891025,10.442527945354,-1.39147262765574,0.187380067536594,0.568537018607147,-5.2689232836667
"211843_x_at","211843_x_at","CYP3A7-CYP3A51P","CYP3A7-CYP3A51P readthrough","100861540",0.409422294322063,7.21521907375707,1.39140673643723,0.18739958356443,0.568537018607147,-5.26900526199136
"203227_s_at","203227_s_at","TSPAN31","tetraspanin 31","6302",-0.125374103704347,12.0254784091935,-1.39135143583804,0.187415964098374,0.568537018607147,-5.2690740618494
"217560_at","217560_at","GGA1","golgi associated, gamma adaptin ear containing, ARF binding protein 1","26088",0.465924033629904,7.9680777912768,1.39095428220235,0.187533639288438,0.568803100855041,-5.26956810483498
"210633_x_at","210633_x_at","KRT10","keratin 10","3858",0.163817371949593,12.69829443288,1.39056121437699,0.187650163892146,0.568935293658455,-5.27005696392594
"206789_s_at","206789_s_at","POU2F1","POU class 2 homeobox 1","5451",-0.309841068710099,9.69503463464628,-1.39043760175997,0.187686821086642,0.568935293658455,-5.27021068030168
"204362_at","204362_at","SKAP2","src kinase associated phosphoprotein 2","8935",-0.454304035235657,9.60046700215826,-1.39042220886547,0.187691386247323,0.568935293658455,-5.27022982117672
"213901_x_at","213901_x_at","RBFOX2","RNA binding fox-1 homolog 2","23543",-0.180735000398212,12.9614676326759,-1.39040294395594,0.187697099883212,0.568935293658455,-5.270253776637
"221583_s_at","221583_s_at","KCNMA1","potassium calcium-activated channel subfamily M alpha 1","3778",0.400983648985676,9.39905239136975,1.39005218203054,0.187801154842157,0.568999186587561,-5.27068989845894
"210205_at","210205_at","B3GALT4","beta-1,3-galactosyltransferase 4","8705",-0.227188850526328,9.85457295463033,-1.38993851259341,0.187834885553616,0.568999186587561,-5.27083121276732
"212609_s_at","212609_s_at","AKT3","AKT serine/threonine kinase 3","10000",-0.27319463679939,10.4650553159521,-1.38987282811132,0.187854379300994,0.568999186587561,-5.27091286813857
"216689_x_at","216689_x_at","ARHGAP1","Rho GTPase activating protein 1","392",0.127848173199073,10.8448782175865,1.38984542774097,0.187862511637314,0.568999186587561,-5.27094692995437
"212057_at","212057_at","GSE1","Gse1 coiled-coil protein","23199",-0.14616268682231,12.1510598173475,-1.38975168068535,0.187890337639841,0.568999186587561,-5.27106346463332
"210183_x_at","210183_x_at","PNN","pinin, desmosome associated protein","5411",0.123787933416734,14.3345727471939,1.38968255722962,0.187910857042674,0.568999186587561,-5.27114938664067
"221641_s_at","221641_s_at","ACOT9","acyl-CoA thioesterase 9","23597",0.146527650459563,11.6391406311875,1.38956401747445,0.187946050052211,0.568999186587561,-5.27129672695557
"207064_s_at","207064_s_at","AOC2","amine oxidase copper containing 2","314",-0.246850134476201,9.25219039011336,-1.38950793635682,0.187962701747437,0.568999186587561,-5.27136643041107
"208675_s_at","208675_s_at","DDOST","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit","1650",-0.139885607559295,12.4289356651006,-1.38942297188816,0.187987931851938,0.568999186587561,-5.27147202919173
"214680_at","214680_at","NTRK2","neurotrophic receptor tyrosine kinase 2","4915",-0.354896224411559,7.02064369923089,-1.38916296610436,0.188065157634718,0.569142189149926,-5.27179515020745
"201839_s_at","201839_s_at","EPCAM","epithelial cell adhesion molecule","4072",-0.61287842010174,7.55872789397172,-1.38859749067076,0.188233203016473,0.569559949962501,-5.27249773980885
"215905_s_at","215905_s_at","SNRNP40","small nuclear ribonucleoprotein U5 subunit 40","9410",-0.162574873823376,11.2452513310217,-1.38846305052432,0.188273173534155,0.569590107788431,-5.27266474771481
"214361_s_at","214361_s_at","RGS12","regulator of G protein signaling 12","6002",-0.402464293907133,7.77317142285384,-1.38804233257364,0.188398302782179,0.569616661679855,-5.27318730713098
"216779_at","216779_at","CYLC1","cylicin 1","1538",0.49568122944217,8.98136659895318,1.38800788665023,0.188408550668973,0.569616661679855,-5.27323008611421
"209694_at","209694_at","PTS","6-pyruvoyltetrahydropterin synthase","5805",0.143517402340507,12.9976580075003,1.3878912862007,0.188443243474182,0.569616661679855,-5.27337488845693
"203901_at","203901_at","TAB1","TGF-beta activated kinase 1 (MAP3K7) binding protein 1","10454",0.151022049450551,10.2893245193981,1.38788905026944,0.188443908795192,0.569616661679855,-5.27337766510111
"204369_at","204369_at","PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","5290",-0.127112555529795,11.145286098151,-1.38788413189733,0.18844537230688,0.569616661679855,-5.27338377286648
"209420_s_at","209420_s_at","SMPD1","sphingomyelin phosphodiesterase 1","6609",0.138260678237204,12.0952297888608,1.38782831702166,0.188461981247954,0.569616661679855,-5.27345308415665
"215026_x_at","215026_x_at","SCNN1A","sodium channel epithelial 1 subunit alpha","6337",0.287939464693624,8.5235124199118,1.38764976000599,0.188515122913136,0.569683331317822,-5.27367480378802
"200915_x_at","200915_x_at","KTN1","kinectin 1","3895",-0.120243043256774,16.1635948830171,-1.38754229722824,0.188547111654619,0.569683331317822,-5.27380823351291
"202596_at","202596_at","ENSA","endosulfine alpha","2029",0.110499988365778,11.5470196281093,1.38733402728388,0.18860912068463,0.569683331317822,-5.27406680761466
"209938_at","209938_at","TADA2A","transcriptional adaptor 2A","6871",0.616020640769571,8.91687383895532,1.38726453994862,0.188629813162416,0.569683331317822,-5.27415307215526
"206767_at","206767_at","RBMS3","RNA binding motif single stranded interacting protein 3","27303",-0.157343097565237,10.9147202387591,-1.38725020415164,0.188634082420134,0.569683331317822,-5.27417086883193
"201847_at","201847_at","LIPA","lipase A, lysosomal acid type","3988",-0.164981743058735,11.6977739380711,-1.3870024322299,0.188707882476684,0.569734997598086,-5.27447843543304
"212638_s_at","212638_s_at","WWP1","WW domain containing E3 ubiquitin protein ligase 1","11059",0.16336413987778,15.1354890602242,1.3869912528894,0.188711212858026,0.569734997598086,-5.27449231173177
"218550_s_at","218550_s_at","LRRC20","leucine rich repeat containing 20","55222",0.141620611950135,13.8496482037443,1.38681147382996,0.188764776592068,0.569806092991545,-5.27471545033471
"209706_at","209706_at","NKX3-1","NK3 homeobox 1","4824",0.148741723545943,10.6094201305493,1.38660158479825,0.188827327207335,0.569849821220468,-5.27497593415506
"207604_s_at","207604_s_at","SLC4A7","solute carrier family 4 member 7","9497",0.442558914672471,9.79361753649986,1.3865614246544,0.188839297582067,0.569849821220468,-5.27502577181537
"204036_at","204036_at","LPAR1","lysophosphatidic acid receptor 1","1902",-0.304936541928315,9.50778475143917,-1.38620778491096,0.18894473258258,0.570077368618515,-5.27546458368359
"204075_s_at","204075_s_at","CEP104","centrosomal protein 104","9731",-0.261422920873992,9.7476534338924,-1.3859844243164,0.189011350841087,0.570085108468028,-5.27574169724183
"203240_at","203240_at","FCGBP","Fc fragment of IgG binding protein","8857",-0.341440536074063,7.59010268555334,-1.38591677265644,0.189031532058729,0.570085108468028,-5.2758256232059
"201351_s_at","201351_s_at","YME1L1","YME1 like 1 ATPase","10730",0.0926120806705786,13.5847985290431,1.38589714625397,0.189037387157935,0.570085108468028,-5.2758499703812
"204685_s_at","204685_s_at","ATP2B2","ATPase plasma membrane Ca2+ transporting 2","491",0.275452607489614,13.0624025847911,1.38570764048459,0.189093929664181,0.57016505094422,-5.27608504533347
"214068_at","214068_at","BEAN1","brain expressed associated with NEDD4 1","146227",0.622708222718387,8.22940277911095,1.38556290387879,0.189137123859438,0.570204725956419,-5.27626456994741
"208780_x_at","208780_x_at","VAPA","VAMP associated protein A","9218",0.104826037770467,14.9705995907027,1.38536545482315,0.189196062305884,0.570291846112241,-5.27650945453781
"206877_at","206877_at","MXD1","MAX dimerization protein 1","4084",0.391657743190675,7.21183693721683,1.38516820331157,0.189254956895487,0.570378806430216,-5.27675406863766
"207519_at","207519_at","SLC6A4","solute carrier family 6 member 4","6532",0.38170101768957,8.86280000959765,1.38502481659388,0.189297778224932,0.570410994678242,-5.27693186833179
"213107_at","213107_at","TNIK","TRAF2 and NCK interacting kinase","23043",0.220476844177094,9.87908813576924,1.38483063857435,0.189355780706937,0.570410994678242,-5.27717262783443
"212462_at","212462_at","KAT6B","lysine acetyltransferase 6B","23522",-0.124724533104962,12.1017899789251,-1.3848010900766,0.189364608356101,0.570410994678242,-5.27720926257435
"213779_at","213779_at","EMID1","EMI domain containing 1","129080",0.204095175411751,10.4236503395883,1.38465003747877,0.189409740797905,0.570410994678242,-5.27739653127006
"219338_s_at","219338_s_at","LRRC49","leucine rich repeat containing 49","54839",0.377555063396139,9.1951370410047,1.38443908090301,0.189472786555326,0.570410994678242,-5.27765804139978
"216760_at","216760_at","PLAAT2","phospholipase A and acyltransferase 2","54979",0.375334459823211,7.53381451363196,1.38420873978945,0.189541645250948,0.570410994678242,-5.27794354807248
"218131_s_at","218131_s_at","GATAD2A","GATA zinc finger domain containing 2A","54815",0.243686189648905,10.2970862808625,1.38418777518268,0.189547913481459,0.570410994678242,-5.277969531873
"212575_at","212575_at","TMEM259","transmembrane protein 259","91304",-0.536523560464623,9.68555772675625,-1.38418006530558,0.189550218708918,0.570410994678242,-5.2779790875204
"213734_at","213734_at","RFC5","replication factor C subunit 5","5985",0.114759807042892,12.4986866512305,1.38407817768798,0.189580684934916,0.570410994678242,-5.27810536371489
"206164_at","206164_at","CLCA2","chloride channel accessory 2","9635",0.614489346948718,7.71072248429641,1.38401266828915,0.189600275551046,0.570410994678242,-5.27818655033689
"214687_x_at","214687_x_at","ALDOA","aldolase, fructose-bisphosphate A","226",0.122053304366869,17.7267083081772,1.38397558959033,0.189611364692138,0.570410994678242,-5.27823250118836
"201356_at","201356_at","SF3A1","splicing factor 3a subunit 1","10291",-0.105476145519415,12.0913900516241,-1.38387878455723,0.189640318729667,0.570410994678242,-5.27835246538254
"209397_at","209397_at","ME2","malic enzyme 2","4200",-0.12480660162139,13.0533866072595,-1.38371344169022,0.189689780608867,0.570410994678242,-5.27855734986158
"219433_at","219433_at","BCOR","BCL6 corepressor","54880",0.170907524264305,9.97752753625425,1.3836648135469,0.189704329610558,0.570410994678242,-5.2786176039758
"205564_at","205564_at","PAGE4","PAGE family member 4","9506",-0.201476879955248,9.57426609166887,-1.3836246688542,0.189716341150359,0.570410994678242,-5.27866734525597
"220526_s_at","220526_s_at","MRPL20","mitochondrial ribosomal protein L20","55052",0.177537807514669,14.1826742650392,1.38337743234987,0.189790329646701,0.570543090738397,-5.27897366035021
"212342_at","212342_at","YIPF6","Yip1 domain family member 6","286451",0.188438615231721,10.5836760247205,1.38270579111517,0.189991446331788,0.570992223143179,-5.27980559180807
"207817_at","207817_at","IFNW1","interferon omega 1","3467",0.49798834307455,7.27475272802527,1.38254913648888,0.190038380324846,0.570992223143179,-5.2799995902215
"215699_x_at","215699_x_at","SFI1","SFI1 centrin binding protein","9814",0.328578328621294,10.1062472289837,1.38252317794852,0.190046158469733,0.570992223143179,-5.28003173527978
"57703_at","57703_at","SENP5","SUMO specific peptidase 5","205564",0.500527176291909,8.51551200977051,1.38245714159932,0.190065946599453,0.570992223143179,-5.28011350761901
"208690_s_at","208690_s_at","PDLIM1","PDZ and LIM domain 1","9124",-0.14258754769031,14.6963377816518,-1.3823764763961,0.190090120641851,0.570992223143179,-5.2802133908821
"203494_s_at","203494_s_at","CEP57","centrosomal protein 57","9702",-0.196945533739308,10.8945772132302,-1.38226709040606,0.190122905878316,0.571000355196005,-5.28034883068892
