"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"29083_at","29083_at","29083","GTPBP8","GTP binding protein 8 (putative)",-0.108644156850001,7.117502094925,-2.0796724315898,0.0481559627395274,0.334745617435991,-4.14803464973196
"253943_at","253943_at","253943","YTHDF3","YTH N6-methyladenosine RNA binding protein 3",-0.12547860205,8.407756488425,-2.07939920803228,0.0481831189876409,0.334766248388027,-4.14850928343241
"6581_at","6581_at","6581","SLC22A3","solute carrier family 22 member 3",-0.255639887400002,6.64266886665,-2.0774463443992,0.0483776160650908,0.335948924405849,-4.15190048274486
"2194_at","2194_at","2194","FASN","fatty acid synthase",0.153288201150001,4.653381622625,2.07628638512633,0.0484934742793783,0.336141439526105,-4.15391375044823
"91775_at","91775_at","91775","NXPE3","neurexophilin and PC-esterase domain family member 3",0.119257652099997,7.86775405795,2.07613422385913,0.0485086906793837,0.336141439526105,-4.15417778999448
"28803_at","28803_at","28803","IGLV3-10","immunoglobulin lambda variable 3-10",-0.185398245299999,4.50870807175,-2.07613344328609,0.0485087687490627,0.336141439526105,-4.15417914445846
"56672_at","56672_at","56672","AKIP1","A-kinase interacting protein 1",-0.10574458095,6.140798848025,-2.07600544485065,0.0485215721369788,0.336141439526105,-4.15440124486245
"6905_at","6905_at","6905","TBCE","tubulin folding cofactor E",-0.111882070799997,6.74371980605,-2.07595341743637,0.0485267771801415,0.336141439526105,-4.15449151914318
"8886_at","8886_at","8886","DDX18","DEAD-box helicase 18",-0.12222104295,6.517414682275,-2.07515842760474,0.0486063732684562,0.336364290963888,-4.15587073643051
"11120_at","11120_at","11120","BTN2A1","butyrophilin subfamily 2 member A1",0.108654657150001,5.459953917175,2.07493615777195,0.0486286482087448,0.336364290963888,-4.15625628468771
"7727_at","7727_at","7727","ZNF174","zinc finger protein 174",0.1059808372,5.10573375855,2.07490411374181,0.0486318602759206,0.336364290963888,-4.15631186578593
"4921_at","4921_at","4921","DDR2","discoidin domain receptor tyrosine kinase 2",0.17852770295,6.666181854025,2.07425660064587,0.0486968069878853,0.336645259097069,-4.15743486596599
"10471_at","10471_at","10471","PFDN6","prefoldin subunit 6",-0.11725943165,6.756911926375,-2.07343735542099,0.0487790895088956,0.336895806059927,-4.15885536184568
"6122_at","6122_at","6122","RPL3","ribosomal protein L3",0.16908253155,9.072842766775,2.07330092394,0.0487928043046399,0.336895806059927,-4.15909188413271
"23595_at","23595_at","23595","ORC3","origin recognition complex subunit 3",-0.0974938157000009,7.45457765115,-2.07316893334387,0.0488060759501557,0.336895806059927,-4.15932069739749
"3431_at","3431_at","3431","SP110","SP110 nuclear body protein",0.154766271249999,5.259219653125,2.07212325428768,0.048911332657536,0.337376235230314,-4.16113308902773
"29899_at","29899_at","29899","GPSM2","G protein signaling modulator 2",0.255568218250001,6.228605505325,2.0719932833546,0.0489244294875173,0.337376235230314,-4.16135831341542
"51714_at","51714_at","51714","SELENOT","selenoprotein T",-0.177009870050005,8.690777287725,-2.07154490507138,0.0489696353789977,0.337426137902642,-4.16213522604334
"6472_at","6472_at","6472","SHMT2","serine hydroxymethyltransferase 2",0.111787720350001,7.260397361975,2.07143792106057,0.0489804270987288,0.337426137902642,-4.16232058200649
"51194_at","51194_at","51194","IPO11","importin 11",-0.130175505400002,6.91992170575,-2.07098742369294,0.0490258930410342,0.337571323227818,-4.16310102261271
"8784_at","8784_at","8784","TNFRSF18","TNF receptor superfamily member 18",-0.112683542250002,4.594420071875,-2.07042132874304,0.0490830788496138,0.337795738366943,-4.16408155909329
"3308_at","3308_at","3308","HSPA4","heat shock protein family A (Hsp70) member 4",-0.0918170445500053,7.625313359775,-2.07018173993018,0.0491072995371596,0.337795738366943,-4.16449649692761
"10411_at","10411_at","10411","RAPGEF3","Rap guanine nucleotide exchange factor 3",0.135802818299998,5.1388802886,2.06946328676451,0.0491799937793565,0.338029728657917,-4.16574057030281
"79912_at","79912_at","79912","PYROXD1","pyridine nucleotide-disulphide oxidoreductase domain 1",-0.233759747350005,7.092592567175,-2.06936284500373,0.0491901642714627,0.338029728657917,-4.16591447162351
"48_at","48_at","48","ACO1","aconitase 1",-0.0805818302499999,7.979185712725,-2.06890946509561,0.0492360957539036,0.338093148206719,-4.16669936549437
"55520_at","55520_at","55520","ELAC1","elaC ribonuclease Z 1",-0.0950152280499994,4.562709741275,-2.06837762167846,0.0492900249878538,0.338093148206719,-4.16761994533722
"255488_at","255488_at","255488","RNF144B","ring finger protein 144B",-0.0773589059500033,9.120254172525,-2.06833291194211,0.0492945609777907,0.338093148206719,-4.16769732702948
"6867_at","6867_at","6867","TACC1","transforming acidic coiled-coil containing protein 1",0.11390094385,8.003149450325,2.06830780956922,0.0492971078815866,0.338093148206719,-4.16774077263533
"54629_at","54629_at","54629","MINDY2","MINDY lysine 48 deubiquitinase 2",0.128930002049998,5.733430318525,2.06798243973571,0.0493301307324873,0.338152060097882,-4.16830386948409
"347273_at","347273_at","347273","CAVIN4","caveolae associated protein 4",-0.0925235108500004,9.270642765675,-2.06566080135887,0.049566333791115,0.3390759291772,-4.1723200145984
"55794_at","55794_at","55794","DDX28","DEAD-box helicase 28",-0.1075376433,4.00819755855,-2.06557054859234,0.0495755363927534,0.3390759291772,-4.1724760780341
"400073_at","400073_at","400073","C12orf76","chromosome 12 open reading frame 76",-0.1056743501,4.0012944926,-2.06518318725068,0.0496150508776994,0.3390759291772,-4.17314584295713
"4281_at","4281_at","4281","MID1","midline 1",0.177650681950001,4.380556525625,2.06515131580343,0.0496183033120474,0.3390759291772,-4.17320094625656
"5616_at","5616_at","5616","PRKY","protein kinase Y-linked (pseudogene)",0.138131380849999,4.823369163875,2.06499229582941,0.0496345339032489,0.3390759291772,-4.17347587091677
"10087_at","10087_at","10087","CERT1","ceramide transporter 1",-0.084071304250001,7.222597096525,-2.06492400863248,0.0496415051800853,0.3390759291772,-4.17359392604861
"414_at","414_at","414","ARSD","arylsulfatase D",0.0883757817499982,4.217572742175,2.06472985552234,0.0496613305703594,0.3390759291772,-4.17392956392128
"23432_at","23432_at","23432","GPR161","G protein-coupled receptor 161",0.107558903250001,3.987819526975,2.0646684646903,0.0496676007865254,0.3390759291772,-4.17403568744153
"3128_at","3128_at","3128","HLA-DRB6","major histocompatibility complex, class II, DR beta 6 (pseudogene)",0.292063062350002,8.122238131725,2.06413394656467,0.0497222241395549,0.3390759291772,-4.17495959274983
"53354_at","53354_at","53354","PANK1","pantothenate kinase 1",-0.142494875400001,6.1264562399,-2.0638415069593,0.0497521316887289,0.3390759291772,-4.17546499990235
"57103_at","57103_at","57103","TIGAR","TP53 induced glycolysis regulatory phosphatase",-0.2639154182,4.2384361703,-2.06378104889798,0.0497583166803652,0.3390759291772,-4.17556948007279
"84317_at","84317_at","84317","CCDC115","coiled-coil domain containing 115",-0.0983844428500005,4.559502067425,-2.0637753217789,0.0497589026126368,0.3390759291772,-4.17557937724389
"140458_at","140458_at","140458","ASB5","ankyrin repeat and SOCS box containing 5",-0.115596788500001,10.78292179275,-2.06273169643603,0.0498657768212892,0.339636983861537,-4.17738257563873
"140883_at","140883_at","140883","ZNF280B","zinc finger protein 280B",-0.13477157475,4.015922334475,-2.06213755732951,0.0499267118657369,0.339822807006222,-4.17840886163688
"5734_at","5734_at","5734","PTGER4","prostaglandin E receptor 4",0.13659618045,5.885179734775,2.06198696798345,0.049942166867822,0.339822807006222,-4.17866894977199
"285172_at","285172_at","285172","FAM126B","family with sequence similarity 126 member B",-0.118561662849999,6.251878270425,-2.06096841725106,0.0500468126915739,0.340367512359402,-4.18042778108715
"5052_at","5052_at","5052","PRDX1","peroxiredoxin 1",-0.105891982749997,8.991182045875,-2.06009561929701,0.050136639084525,0.340810945446869,-4.18193445068723
"51184_at","51184_at","51184","GPN3","GPN-loop GTPase 3",-0.139814774549995,7.336033082325,-2.05945377685475,0.0502027875715948,0.340821866679552,-4.18304215225368
"613212_at","613212_at","613212","CTXN3","cortexin 3",0.299286646000001,6.16482216175,2.05937541210701,0.0502108691845355,0.340821866679552,-4.18317737905155
"8404_at","8404_at","8404","SPARCL1","SPARC like 1",0.131219162600003,9.59427282275,2.0593632525858,0.0502121232774282,0.340821866679552,-4.18319836129502
"3303_at","3303_at","3303","HSPA1A","heat shock protein family A (Hsp70) member 1A",-0.148784398149999,9.354709191675,-2.05904956837968,0.050244485265979,0.340874351020171,-4.18373961941492
"406922_at","406922_at","406922","MIR133A1","microRNA 133a-1",-0.18580655885,8.026598845425,-2.05848913267857,0.050302350166105,0.341099718911756,-4.18470650266306
"7099_at","7099_at","7099","TLR4","toll like receptor 4",0.159833417500001,6.06050181215,2.05786411309476,0.050366953266058,0.341370535358591,-4.18578459429266
"10627_at","10627_at","10627","MYL12A","myosin light chain 12A",-0.114248280849997,8.602733246725,-2.05709382839271,0.0504466727468995,0.341636072287274,-4.18711294212914
"5048_at","5048_at","5048","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1",-0.0804280392999992,8.94606722715,-2.05700859398857,0.0504555008493634,0.341636072287274,-4.18725990688654
"55207_at","55207_at","55207","ARL8B","ADP ribosylation factor like GTPase 8B",-0.101319257899997,8.00666183485,-2.05665668920552,0.0504919637277961,0.34171578385951,-4.1878666315032
"80204_at","80204_at","80204","FBXO11","F-box protein 11",-0.111840909549999,7.746716271675,-2.0559447349207,0.0505658050905393,0.341893080439339,-4.18909390420196
"284323_at","284323_at","284323","ZNF780A","zinc finger protein 780A",-0.1490691649,4.88210677075,-2.05571795603321,0.0505893459500638,0.341893080439339,-4.18948476596842
"9657_at","9657_at","9657","IQCB1","IQ motif containing B1",-0.0984420107000012,5.8197361069,-2.05568978568911,0.0505922708626998,0.341893080439339,-4.18953331651701
"355_at","355_at","355","FAS","Fas cell surface death receptor",0.121078206099998,5.2546374962,2.05542121632373,0.0506201638376002,0.341914625433083,-4.18999616285676
"140711_at","140711_at","140711","TLDC2","TBC/LysM-associated domain containing 2",-0.118566020299999,3.8069384387,-2.05507126723416,0.0506565292371951,0.341993348606234,-4.19059919454907
"57464_at","57464_at","57464","STRIP2","striatin interacting protein 2",0.093749370450003,7.322339363025,2.05467542611404,0.0506976915663126,0.342104364348009,-4.19128122189803
"84818_at","84818_at","84818","IL17RC","interleukin 17 receptor C",0.0886051959999987,5.4962376002,2.05425916760859,0.0507410091202585,0.342202454497074,-4.19199833021986
"2934_at","2934_at","2934","GSN","gelsolin",0.179298822299996,8.83194668185,2.0540606512907,0.0507616791244576,0.342202454497074,-4.19234028839666
"54414_at","54414_at","54414","SIAE","sialic acid acetylesterase",-0.0959009116499985,7.042544550575,-2.05334097218773,0.0508366766584737,0.342383865316321,-4.19357979444129
"55958_at","55958_at","55958","KLHL9","kelch like family member 9",-0.122583067949997,6.574786876675,-2.05331662175883,0.0508392159312863,0.342383865316321,-4.19362172803118
"8708_at","8708_at","8708","B3GALT1","beta-1,3-galactosyltransferase 1",-0.183174805149997,6.951908505325,-2.05265590721379,0.0509081585747069,0.342383865316321,-4.19475940575622
"10780_at","10780_at","10780","ZNF234","zinc finger protein 234",-0.114806076950002,5.518678124875,-2.05265042054384,0.0509087314322976,0.342383865316321,-4.1947688521392
"219541_at","219541_at","219541","MED19","mediator complex subunit 19",0.0911745320499988,4.035378664025,2.05261640715977,0.0509122828627882,0.342383865316321,-4.19482741248997
"114799_at","114799_at","114799","ESCO1","establishment of sister chromatid cohesion N-acetyltransferase 1",-0.145223028700005,6.22872781765,-2.05135993448849,0.0510436290590731,0.34293925523827,-4.19699019345101
"84895_at","84895_at","84895","MIGA2","mitoguardin 2",-0.104041151449997,5.094714427475,-2.05135231276742,0.0510444267189911,0.34293925523827,-4.19700331001538
"79647_at","79647_at","79647","AKIRIN1","akirin 1",-0.0941019734000017,6.6511970454,-2.05079927974909,0.0511023345999026,0.343161722883383,-4.19795495964513
"23148_at","23148_at","23148","NACAD","NAC alpha domain containing",-0.103041251999998,4.39891517285,-2.0501289929974,0.0511725983469347,0.343250615981573,-4.19910813968593
"6558_at","6558_at","6558","SLC12A2","solute carrier family 12 member 2",0.116218587699995,8.27463868515,2.04997662862476,0.0511885821283906,0.343250615981573,-4.19937023525008
"57493_at","57493_at","57493","HEG1","heart development protein with EGF like domains 1",0.0909349000999988,7.9191935085,2.04996334119564,0.0511899762562114,0.343250615981573,-4.199393091505
"11257_at","11257_at","11257","TP53TG1","TP53 target 1",0.124638199500001,5.9824738534,2.04957842985405,0.0512303761163511,0.343328612611282,-4.20005514891302
"57335_at","57335_at","57335","ZNF286A","zinc finger protein 286A",0.290259912250002,4.609625082525,2.04937992452502,0.0512512220848923,0.343328612611282,-4.2003965495815
"91056_at","91056_at","91056","AP5B1","adaptor related protein complex 5 subunit beta 1",0.130462379449998,4.642535648475,2.04829712022567,0.0513650651684434,0.343827610096668,-4.20225841484721
"716_at","716_at","716","C1S","complement C1s",0.189730071800002,7.40067750755,2.04811401567113,0.0513843384775288,0.343827610096668,-4.20257319300705
"57544_at","57544_at","57544","TXNDC16","thioredoxin domain containing 16",-0.18316871695,4.344938813525,-2.04769482024008,0.0514284865539529,0.343827610096668,-4.20329376569506
"6659_at","6659_at","6659","SOX4","SRY-box transcription factor 4",0.113118758850001,5.042287305075,2.04763479091319,0.0514348113734855,0.343827610096668,-4.20339694427914
"2896_at","2896_at","2896","GRN","granulin precursor",0.108497116250001,8.182737250875,2.04745809604309,0.051453432338038,0.343827610096668,-4.20370063579326
"51042_at","51042_at","51042","ZNF593","zinc finger protein 593",-0.10934686625,6.344716116175,-2.04725569814285,0.0514747693728538,0.343827610096668,-4.20404848169549
"60488_at","60488_at","60488","MRPS35","mitochondrial ribosomal protein S35",-0.124663665399999,7.3633901084,-2.04599478884851,0.0516078731074393,0.344550392574511,-4.20621497461802
"51324_at","51324_at","51324","SPG21","SPG21 abhydrolase domain containing, maspardin",0.140379070550004,7.918999233325,2.04553076797377,0.0516569328540841,0.344585709012112,-4.20701202210585
"89894_at","89894_at","89894","TMEM116","transmembrane protein 116",-0.100154975800001,6.8862006167,-2.04535418110229,0.0516756138150968,0.344585709012112,-4.20731531203777
"92591_at","92591_at","92591","ASB16","ankyrin repeat and SOCS box containing 16",0.122483250899998,7.33295194205,2.04523848594577,0.0516878563518168,0.344585709012112,-4.20751400993266
"1645_at","1645_at","1645","AKR1C1","aldo-keto reductase family 1 member C1",-0.26185559095,5.521785006025,-2.04480161717898,0.0517341078133909,0.344727998140265,-4.20826422959687
"128272_at","128272_at","128272","ARHGEF19","Rho guanine nucleotide exchange factor 19",-0.103813856100001,4.3387387134,-2.0442516697113,0.0517923832234747,0.344950218029618,-4.20920847754365
"30819_at","30819_at","30819","KCNIP2","potassium voltage-gated channel interacting protein 2",-0.20877546465,4.787663561675,-2.04401664821339,0.0518173051505474,0.344950218029618,-4.20961195071138
"10730_at","10730_at","10730","YME1L1","YME1 like 1 ATPase",-0.0913290684000003,9.5860166156,-2.04349158685183,0.0518730216916848,0.345106474816919,-4.21051323368259
"253782_at","253782_at","253782","CERS6","ceramide synthase 6",-0.1003203129,7.0703261364,-2.04332558046433,0.0518906484171971,0.345106474816919,-4.21079815504221
